,功率
17671,67.4
17672,75.2
17673,75.2
17674,74.1
17675,66.7
17676,71.6
17677,68.7
17678,57.3
17679,60.7
17680,52.4
17681,51.6
17682,51.6
17683,48.4
17684,66.8
17685,51.2
17686,53.3
17687,70.1
17688,71.2
17689,62.5
17690,74.3
17691,63.6
17692,72.2
17693,65.9
17694,70.3
17695,69.3
17696,73.5
17697,57.3
17698,61.3
17699,61.3
17700,62.1
17701,58.5
17702,59.8
17703,59.4
17704,71.2
17705,66.1
17706,63.0
17707,57.5
17708,53.7
17709,56.9
17710,49.9
17711,26.3
17712,27.4
17713,31.2
17714,35.4
17715,32.9
17716,26.5
17717,32.6
17718,49.7
17719,44.8
17720,47.4
17721,41.5
17722,34.8
17723,53.5
17724,62.5
17725,51.2
17726,49.9
17727,57.3
17728,51.2
17729,52.6
17730,58.3
17731,46.8
17732,33.7
17733,41.1
17734,40.2
17735,32.6
17736,46.8
17737,55.0
17738,47.8
17739,50.3
17740,62.5
17741,56.4
17742,50.5
17743,43.8
17744,40.6
17745,40.4
17746,31.2
17747,32.2
17748,31.8
17749,30.1
17750,38.7
17751,36.6
17752,26.9
17753,20.9
17754,21.9
17755,24.8
17756,28.0
17757,11.0
17758,25.3
17759,20.6
17760,8.2
17761,6.5
17762,8.4
17763,2.3
17764,6.1
17765,1.9
17766,0.0
17767,-6.3
17768,-2.9
17769,-2.5
17770,-2.7
17771,-2.9
17772,-2.3
17773,-1.1
17774,-1.0
17775,-0.8
17776,-1.1
17777,-1.0
17778,-1.0
17779,-0.8
17780,-0.8
17781,-0.8
17782,-1.1
17783,-1.0
17784,-0.4
17785,-0.8
17786,-1.0
17787,-1.0
17788,-1.0
17789,-1.1
17790,-1.3
17791,-1.1
17792,-1.5
17793,-1.1
17794,-0.8
17795,-1.1
17796,-1.0
17797,-0.6
17798,-0.4
17799,0.0
17800,-0.8
17801,-0.8
17802,-1.0
17803,-0.6
17804,-0.6
17805,-0.8
17806,0.0
17807,-0.8
17808,-0.6
17809,-0.4
17810,-1.0
17811,-0.8
17812,-0.6
17813,-0.8
17814,-0.6
17815,-1.0
17816,-0.4
17817,-1.1
17818,-0.4
17819,-0.8
17820,-0.8
17821,-4.0
17822,-3.8
17823,40.8
17824,27.8
17825,20.2
17826,69.1
17827,44.8
17828,32.2
17829,37.7
17830,26.1
17831,48.4
17832,53.1
17833,20.8
17834,27.4
17835,36.9
17836,27.8
17837,12.6
17838,6.1
17839,8.2
17840,17.9
17841,15.2
17842,43.8
17843,26.9
17844,5.5
17845,21.3
17846,45.3
17847,28.8
17848,6.5
17849,11.2
17850,33.9
17851,12.8
17852,13.7
17853,32.0
17854,19.8
17855,16.8
17856,23.2
17857,20.4
17858,6.5
17859,9.7
17860,27.6
17861,9.5
17862,0.2
17863,0.2
17864,-1.3
17865,1.7
17866,-1.7
17867,-1.7
17868,-2.9
17869,-2.9
17870,-2.9
17871,-2.9
17872,-2.9
17873,-1.0
17874,-1.5
17875,-1.1
17876,-1.1
17877,-0.6
17878,-1.0
17879,-1.0
17880,-0.8
17881,-1.0
17882,-1.5
17883,-0.8
17884,-1.3
17885,-0.2
17886,-0.8
17887,0.2
17888,-0.8
17889,-0.8
17890,-0.8
17891,-0.8
17892,-0.4
17893,-1.0
17894,-1.0
17895,-0.2
17896,-0.8
17897,-1.0
17898,-0.6
17899,-0.6
17900,0.0
17901,-0.8
17902,-1.0
17903,-0.6
17904,0.0
17905,-0.4
17906,-0.8
17907,-0.8
17908,-0.4
17909,-1.0
17910,-0.6
17911,-0.8
17912,-0.8
17913,-0.6
17914,-0.6
17915,-0.6
17916,-1.0
17917,-0.8
17918,-0.8
17919,-0.8
17920,-1.1
17921,-0.2
17922,-0.6
17923,-1.0
17924,-0.8
17925,-1.0
17926,-0.6
17927,-0.6
17928,-0.8
17929,-0.6
17930,-0.8
17931,-0.2
17932,0.0
17933,-1.0
17934,-1.0
17935,-1.0
17936,-0.4
17937,-0.8
17938,-0.8
17939,-0.8
17940,-1.0
17941,-0.4
17942,-0.6
17943,-0.4
17944,-0.8
17945,-0.8
17946,-1.0
17947,-0.6
17948,-1.0
17949,-0.8
17950,-0.8
17951,-0.6
17952,-0.4
17953,0.0
17954,-0.8
17955,-0.8
17956,-0.6
17957,-0.2
17958,-1.0
17959,-1.1
17960,-0.6
17961,-1.0
17962,-1.0
17963,-1.0
17964,-1.0
17965,-1.0
17966,-1.0
17967,-1.0
17968,-0.8
17969,-0.8
17970,-0.6
17971,-0.8
17972,-0.4
17973,-0.8
17974,-0.4
17975,-0.8
17976,-1.0
17977,-1.1
17978,-1.0
17979,-0.6
17980,-0.6
17981,-0.8
17982,-0.6
17983,-0.6
17984,-0.2
17985,-0.6
17986,-1.1
17987,-0.8
17988,-1.1
17989,-0.2
17990,-0.8
17991,-0.8
17992,-1.0
17993,-0.6
17994,-1.0
17995,-1.3
17996,-0.6
17997,-0.8
17998,-0.8
17999,-0.8
18000,-0.8
18001,-1.0
18002,-0.6
18003,-0.8
18004,-1.0
18005,-1.3
18006,-0.8
18007,-1.1
18008,-0.6
18009,-0.6
18010,-1.1
18011,-0.8
18012,-1.0
18013,-1.0
18014,-0.2
18015,-4.6
18016,171.2
18017,72.9
18018,50.1
18019,55.0
18020,70.5
18021,19.4
18022,2.7
18023,27.0
18024,26.9
18025,146.3
18026,222.4
18027,322.4
18028,84.4
18029,30.1
18030,24.4
18031,3.4
18032,0.2
18033,-1.9
18034,-3.2
18035,-2.3
18036,-2.5
18037,-2.5
18038,-0.6
18039,-0.4
18040,0.2
18041,-0.8
18042,-0.2
18043,-0.8
18044,-28.8
18045,414.6
18046,278.6
18047,240.5
18048,126.1
18049,52.2
18050,26.3
18051,26.9
18052,1.9
18053,35.4
18054,85.7
18055,68.7
18056,39.2
18057,90.8
18058,123.8
18059,180.9
18060,96.4
18061,120.7
18062,132.3
18063,421.4
18064,411.1
18065,572.1
18066,394.0
18067,402.8
18068,365.6
18069,280.9
18070,393.0
18071,187.4
18072,16.6
18073,43.2
18074,220.7
18075,70.3
18076,49.5
18077,88.7
18078,42.3
18079,415.7
18080,295.2
18081,177.5
18082,487.7
18083,486.2
18084,268.7
18085,271.0
18086,364.3
18087,544.4
18088,567.5
18089,332.5
18090,59.6
18091,0.6
18092,-5.5
18093,-2.7
18094,-2.3
18095,-2.5
18096,-2.1
18097,-5.0
18098,215.4
18099,92.9
18100,-0.4
18101,-2.3
18102,-2.5
18103,-2.5
18104,-2.9
18105,-1.9
18106,-0.4
18107,-4.0
18108,170.8
18109,194.4
18110,137.3
18111,78.6
18112,44.4
18113,20.0
18114,-2.3
18115,-2.9
18116,-2.3
18117,-2.5
18118,-2.3
18119,-2.7
18120,-1.0
18121,-0.8
18122,-0.8
18123,-0.6
18124,-1.1
18125,-3.8
18126,216.9
18127,198.8
18128,286.2
18129,158.1
18130,234.6
18131,216.5
18132,201.1
18133,151.4
18134,114.8
18135,218.0
18136,201.5
18137,226.6
18138,202.2
18139,262.0
18140,56.4
18141,128.2
18142,50.3
18143,30.1
18144,140.7
18145,52.0
18146,15.2
18147,-8.8
18148,-2.5
18149,-2.1
18150,-1.9
18151,-2.3
18152,-2.5
18153,-0.8
18154,-0.6
18155,-1.0
18156,-1.1
18157,-1.0
18158,-0.2
18159,-3.4
18160,72.6
18161,155.2
18162,256.7
18163,346.8
18164,348.3
18165,295.0
18166,474.9
18167,303.0
18168,174.4
18169,145.3
18170,146.4
18171,114.8
18172,12.0
18173,-1.1
18174,1.0
18175,-8.0
18176,-2.7
18177,-2.3
18178,-2.3
18179,-2.5
18180,-2.5
18181,-0.6
18182,-0.4
18183,-3.6
18184,10.9
18185,9.1
18186,-9.3
18187,-2.1
18188,-2.1
18189,-2.1
18190,-2.3
18191,-2.3
18192,-1.1
18193,-1.3
18194,-0.6
18195,-0.4
18196,-0.6
18197,-0.6
18198,-0.4
18199,-0.8
18200,-3.8
18201,-3.8
18202,266.4
18203,719.6
18204,517.2
18205,490.9
18206,428.7
18207,344.9
18208,198.2
18209,227.2
18210,441.2
18211,383.9
18212,272.1
18213,356.5
18214,275.2
18215,258.6
18216,255.2
18217,103.8
18218,3.4
18219,108.2
18220,109.9
18221,110.3
18222,149.3
18223,188.9
18224,68.9
18225,80.0
18226,146.4
18227,165.9
18228,129.7
18229,239.0
18230,337.1
18231,511.1
18232,349.6
18233,358.6
18234,226.6
18235,192.9
18236,134.4
18237,52.6
18238,113.1
18239,68.4
18240,96.4
18241,0.8
18242,33.7
18243,179.6
18244,85.7
18245,92.7
18246,31.8
18247,131.4
18248,94.8
18249,100.9
18250,42.1
18251,76.0
18252,48.6
18253,281.6
18254,301.1
18255,123.6
18256,198.2
18257,331.5
18258,370.0
18259,378.6
18260,351.9
18261,190.2
18262,238.0
18263,197.3
18264,136.3
18265,150.4
18266,105.9
18267,62.8
18268,96.9
18269,76.2
18270,45.1
18271,128.3
18272,157.7
18273,165.7
18274,354.0
18275,294.2
18276,214.0
18277,184.3
18278,202.6
18279,279.0
18280,338.0
18281,317.1
18282,268.9
18283,207.8
18284,170.6
18285,354.8
18286,314.2
18287,220.9
18288,451.5
18289,354.6
18290,339.0
18291,187.8
18292,215.9
18293,239.2
18294,220.7
18295,168.1
18296,164.7
18297,184.1
18298,102.3
18299,111.2
18300,126.1
18301,169.7
18302,280.9
18303,204.7
18304,87.0
18305,176.0
18306,172.3
18307,173.7
18308,231.4
18309,262.6
18310,271.7
18311,137.7
18312,269.5
18313,238.6
18314,226.8
18315,220.5
18316,228.9
18317,244.9
18318,410.8
18319,441.2
18320,432.1
18321,394.8
18322,433.4
18323,381.6
18324,406.4
18325,364.5
18326,339.5
18327,316.3
18328,238.6
18329,285.6
18330,280.5
18331,240.1
18332,220.1
18333,297.6
18334,307.2
18335,267.9
18336,285.1
18337,259.6
18338,239.8
18339,239.6
18340,257.1
18341,351.5
18342,264.3
18343,272.5
18344,249.3
18345,287.0
18346,287.5
18347,265.6
18348,250.2
18349,252.1
18350,257.5
18351,221.9
18352,206.8
18353,251.2
18354,213.3
18355,247.0
18356,244.1
18357,242.6
18358,251.9
18359,269.6
18360,236.1
18361,233.8
18362,268.5
18363,303.7
18364,304.9
18365,299.4
18366,314.8
18367,333.4
18368,334.6
18369,351.9
18370,291.9
18371,300.5
18372,301.6
18373,293.5
18374,380.7
18375,305.3
18376,391.1
18377,412.7
18378,410.6
18379,384.1
18380,392.3
18381,384.5
18382,377.2
18383,391.7
18384,424.1
18385,381.8
18386,401.2
18387,374.6
18388,445.4
18389,371.7
18390,399.9
18391,439.1
18392,413.8
18393,477.0
18394,437.6
18395,380.3
18396,448.8
18397,449.8
18398,388.9
18399,341.6
18400,365.1
18401,322.0
18402,310.4
18403,341.4
18404,394.0
18405,418.8
18406,522.5
18407,483.9
18408,471.5
18409,449.6
18410,462.7
18411,591.9
18412,614.9
18413,594.5
18414,433.2
18415,541.8
18416,539.7
18417,543.3
18418,541.6
18419,509.2
18420,565.4
18421,635.7
18422,553.6
18423,474.6
18424,483.7
18425,538.2
18426,545.0
18427,590.3
18428,704.2
18429,770.3
18430,787.4
18431,839.2
18432,940.3
18433,791.6
18434,908.9
18435,890.1
18436,862.8
18437,959.0
18438,1134.6
18439,1071.0
18440,941.5
18441,813.3
18442,757.9
18443,635.5
18444,720.8
18445,731.3
18446,862.5
18447,949.7
18448,970.0
18449,969.9
18450,1065.8
18451,1049.1
18452,1017.1
18453,1012.3
18454,991.6
18455,1002.4
18456,910.4
18457,820.4
18458,821.1
18459,744.0
18460,983.2
18461,1003.2
18462,969.7
18463,929.9
18464,872.7
18465,911.4
18466,767.1
18467,946.8
18468,702.3
18469,714.9
18470,603.3
18471,839.6
18472,574.7
18473,547.5
18474,519.7
18475,518.0
18476,597.2
18477,507.7
18478,526.5
18479,559.3
18480,666.1
18481,793.9
18482,772.2
18483,690.1
18484,605.0
18485,600.2
18486,949.1
18487,1013.5
18488,1075.4
18489,1264.1
18490,830.5
18491,961.9
18492,1261.8
18493,1102.6
18494,1550.3
18495,1169.8
18496,1018.6
18497,1145.8
18498,842.3
18499,832.9
18500,1138.0
18501,1548.4
18502,1411.8
18503,1307.7
18504,1559.4
18505,1477.5
18506,1289.0
18507,818.8
18508,1006.8
18509,1285.2
18510,1032.1
18511,1546.9
18512,1559.2
18513,1102.4
18514,1029.1
18515,1192.5
18516,1323.9
18517,1415.5
18518,1365.6
18519,1064.7
18520,1054.6
18521,868.9
18522,836.6
18523,991.2
18524,1055.0
18525,922.6
18526,1164.3
18527,987.0
18528,948.1
18529,1209.4
18530,968.9
18531,883.2
18532,892.2
18533,778.7
18534,821.3
18535,802.9
18536,858.6
18537,743.4
18538,765.5
18539,811.0
18540,890.3
18541,1284.4
18542,1031.4
18543,662.5
18544,674.5
18545,771.6
18546,733.3
18547,760.4
18548,686.9
18549,1043.9
18550,826.1
18551,1278.2
18552,699.1
18553,1124.7
18554,895.4
18555,982.8
18556,797.9
18557,1018.4
18558,947.2
18559,840.7
18560,748.0
18561,1099.0
18562,1211.9
18563,927.4
18564,837.7
18565,969.5
18566,1299.7
18567,1104.1
18568,981.1
18569,602.9
18570,1117.3
18571,1068.9
18572,740.4
18573,1062.4
18574,1085.4
18575,934.2
18576,1193.6
18577,1201.4
18578,991.2
18579,877.3
18580,1239.3
18581,1371.7
18582,1535.8
18583,1375.9
18584,1002.4
18585,1544.6
18586,1566.5
18587,1234.6
18588,1250.0
18589,1527.8
18590,1377.8
18591,1556.0
18592,1544.0
18593,1495.3
18594,1424.6
18595,1546.5
18596,1423.3
18597,1242.2
18598,1540.2
18599,1365.2
18600,1142.8
18601,1045.6
18602,1252.8
18603,933.3
18604,1101.3
18605,1175.1
18606,1422.5
18607,1186.8
18608,972.0
18609,1268.5
18610,1307.3
18611,1298.7
18612,1118.2
18613,1301.0
18614,1548.6
18615,1238.6
18616,809.5
18617,1236.5
18618,1358.0
18619,1135.0
18620,1026.2
18621,1456.8
18622,892.4
18623,899.4
18624,1143.3
18625,1301.4
18626,1299.7
18627,1404.6
18628,1089.8
18629,828.8
18630,1044.5
18631,1116.7
18632,951.6
18633,1393.0
18634,1094.4
18635,997.1
18636,904.4
18637,888.7
18638,1065.6
18639,797.7
18640,931.8
18641,912.7
18642,886.3
18643,757.0
18644,1114.2
18645,1200.5
18646,920.5
18647,1123.2
18648,894.8
18649,951.2
18650,767.8
18651,917.1
18652,1035.7
18653,825.3
18654,943.8
18655,796.0
18656,891.2
18657,1176.3
18658,903.4
18659,1049.5
18660,1530.9
18661,1268.6
18662,1093.1
18663,1000.5
18664,1051.6
18665,1360.2
18666,939.4
18667,1242.4
18668,999.4
18669,1292.6
18670,978.6
18671,1276.1
18672,1304.1
18673,1083.9
18674,962.4
18675,931.4
18676,1080.5
18677,975.6
18678,971.4
18679,849.3
18680,996.7
18681,884.9
18682,766.9
18683,1083.2
18684,848.4
18685,971.8
18686,985.9
18687,864.2
18688,1176.5
18689,949.5
18690,877.5
18691,850.1
18692,939.4
18693,903.8
18694,1360.4
18695,1239.9
18696,1050.0
18697,947.8
18698,1129.6
18699,1339.3
18700,1243.5
18701,1184.5
18702,1035.9
18703,1092.5
18704,1311.9
18705,1172.9
18706,1073.8
18707,1320.6
18708,1314.3
18709,1381.8
18710,1527.1
18711,1541.3
18712,1552.0
18713,1426.7
18714,1550.1
18715,1539.2
18716,1539.8
18717,1517.9
18718,1534.9
18719,1564.2
18720,1386.3
18721,1543.1
18722,1547.8
18723,1442.5
18724,1439.1
18725,1392.0
18726,1553.1
18727,1540.6
18728,1549.0
18729,1554.5
18730,1294.0
18731,1333.0
18732,1078.2
18733,1539.1
18734,1389.4
18735,1287.7
18736,1278.7
18737,1336.4
18738,1318.3
18739,1505.5
18740,1546.7
18741,925.3
18742,998.8
18743,1256.6
18744,1391.9
18745,1538.1
18746,1550.7
18747,1480.4
18748,1546.9
18749,978.0
18750,1484.2
18751,1372.4
18752,1282.7
18753,1089.6
18754,1468.8
18755,1557.9
18756,1400.2
18757,1315.1
18758,1477.5
18759,1543.2
18760,929.7
18761,1185.2
18762,1119.3
18763,780.0
18764,1194.9
18765,1201.0
18766,752.8
18767,1000.1
18768,1182.4
18769,1058.4
18770,943.8
18771,831.4
18772,955.2
18773,764.8
18774,1053.3
18775,743.6
18776,870.6
18777,1105.8
18778,747.8
18779,1123.3
18780,1165.8
18781,1460.4
18782,1361.4
18783,1321.6
18784,1541.9
18785,1076.7
18786,1125.4
18787,1054.0
18788,1102.8
18789,824.6
18790,832.0
18791,730.9
18792,1074.2
18793,1249.8
18794,1347.9
18795,795.0
18796,1028.3
18797,916.5
18798,911.6
18799,953.7
18800,798.1
18801,964.1
18802,1134.0
18803,892.7
18804,1282.0
18805,1179.1
18806,1311.7
18807,1236.1
18808,971.6
18809,1201.0
18810,1324.6
18811,1066.4
18812,984.3
18813,840.6
18814,1218.9
18815,1083.5
18816,945.3
18817,1176.1
18818,1015.0
18819,1080.1
18820,1187.7
18821,1149.2
18822,1265.0
18823,1121.6
18824,1343.3
18825,1224.8
18826,1173.4
18827,1273.8
18828,1078.4
18829,1029.7
18830,1185.2
18831,1305.2
18832,1550.5
18833,1450.1
18834,1541.0
18835,1371.5
18836,1413.4
18837,1300.6
18838,1373.0
18839,1218.6
18840,1152.7
18841,1241.2
18842,1554.1
18843,1535.4
18844,1316.8
18845,1050.4
18846,1180.7
18847,1029.8
18848,1024.7
18849,1138.0
18850,757.3
18851,1082.2
18852,1426.3
18853,907.6
18854,1042.6
18855,812.9
18856,967.0
18857,1042.0
18858,1014.2
18859,858.6
18860,758.7
18861,1117.6
18862,1145.1
18863,1042.4
18864,1073.8
18865,939.8
18866,1041.8
18867,1233.0
18868,1173.0
18869,1041.5
18870,811.4
18871,1301.4
18872,1225.6
18873,1032.1
18874,974.6
18875,1031.4
18876,767.1
18877,957.5
18878,1012.7
18879,1066.0
18880,1120.3
18881,1033.7
18882,1156.7
18883,1061.5
18884,1233.4
18885,969.7
18886,1025.3
18887,957.9
18888,1036.9
18889,930.6
18890,921.1
18891,988.3
18892,753.7
18893,934.8
18894,1106.0
18895,1139.7
18896,1027.9
18897,976.5
18898,1253.2
18899,1212.5
18900,1074.2
18901,1059.0
18902,1469.9
18903,1294.9
18904,1185.4
18905,1321.2
18906,1313.8
18907,1288.8
18908,1315.5
18909,1294.9
18910,1008.7
18911,1080.3
18912,1126.2
18913,1075.9
18914,1058.0
18915,1140.7
18916,998.0
18917,1010.6
18918,1087.0
18919,997.3
18920,939.2
18921,920.7
18922,1060.5
18923,1151.9
18924,1255.3
18925,1194.4
18926,1274.9
18927,1329.8
18928,1247.9
18929,1346.5
18930,1325.6
18931,1343.7
18932,1383.7
18933,1162.4
18934,1274.7
18935,1308.6
18936,1027.7
18937,1090.4
18938,1344.8
18939,1077.6
18940,1048.5
18941,1374.1
18942,993.1
18943,1370.0
18944,1136.5
18945,1076.3
18946,1091.9
18947,904.4
18948,1222.0
18949,930.8
18950,834.3
18951,912.2
18952,1259.1
18953,1192.5
18954,1011.9
18955,940.2
18956,981.1
18957,797.1
18958,1078.4
18959,1020.5
18960,979.4
18961,1023.4
18962,955.2
18963,946.4
18964,1040.7
18965,755.4
18966,1056.9
18967,958.8
18968,1029.1
18969,1083.7
18970,817.9
18971,1039.0
18972,834.8
18973,749.2
18974,1148.5
18975,985.9
18976,1100.3
18977,1158.4
18978,1036.9
18979,1109.6
18980,928.2
18981,784.8
18982,713.5
18983,795.8
18984,750.5
18985,664.2
18986,843.8
18987,1085.4
18988,904.7
18989,714.7
18990,931.2
18991,880.9
18992,636.2
18993,680.2
18994,933.9
18995,712.4
18996,932.2
18997,768.0
18998,547.7
18999,751.1
19000,552.1
19001,693.9
19002,656.0
19003,536.1
19004,516.6
19005,540.2
19006,540.1
19007,517.6
19008,615.1
19009,536.6
19010,492.5
19011,487.9
19012,476.6
19013,566.0
19014,586.9
19015,382.0
19016,569.8
19017,617.9
19018,469.6
19019,546.9
19020,491.5
19021,539.9
19022,504.1
19023,433.4
19024,446.0
19025,573.8
19026,502.7
19027,534.7
19028,522.0
19029,510.5
19030,444.3
19031,470.0
19032,461.8
19033,419.7
19034,357.8
19035,313.1
19036,263.4
19037,257.8
19038,391.0
19039,304.3
19040,337.3
19041,321.8
19042,319.2
19043,387.9
19044,394.8
19045,336.9
19046,489.0
19047,336.3
19048,442.0
19049,463.1
19050,491.9
19051,403.3
19052,541.0
19053,318.0
19054,432.1
19055,430.0
19056,567.3
19057,302.8
19058,495.9
19059,450.2
19060,601.9
19061,377.6
19062,420.7
19063,477.2
19064,326.0
19065,498.5
19066,291.0
19067,506.5
19068,207.4
19069,477.0
19070,228.3
19071,504.4
19072,291.9
19073,501.0
19074,408.3
19075,406.9
19076,436.1
19077,358.8
19078,302.8
19079,341.3
19080,369.1
19081,373.8
19082,300.7
19083,275.0
19084,385.4
19085,281.8
19086,247.9
19087,171.4
19088,197.7
19089,265.8
19090,269.1
19091,179.8
19092,196.0
19093,269.5
19094,195.8
19095,188.1
19096,259.4
19097,298.0
19098,296.3
19099,284.1
19100,292.7
19101,374.4
19102,375.9
19103,331.3
19104,271.7
19105,275.0
19106,286.2
19107,278.2
19108,353.6
19109,421.0
19110,390.8
19111,341.8
19112,406.0
19113,389.0
19114,489.0
19115,520.1
19116,446.2
19117,500.4
19118,544.4
19119,618.7
19120,536.4
19121,590.5
19122,566.5
19123,681.9
19124,593.6
19125,721.3
19126,632.6
19127,725.5
19128,708.0
19129,770.7
19130,809.7
19131,809.7
19132,840.6
19133,736.6
19134,805.3
19135,836.4
19136,770.7
19137,857.9
19138,901.5
19139,933.3
19140,908.7
19141,952.7
19142,967.2
19143,968.1
19144,1185.8
19145,1088.9
19146,1145.8
19147,982.2
19148,1188.7
19149,792.8
19150,786.1
19151,999.6
19152,917.3
19153,1045.5
19154,989.5
19155,970.2
19156,1181.8
19157,1125.1
19158,1076.9
19159,1079.2
19160,1039.4
19161,1210.0
19162,784.2
19163,1107.9
19164,1160.1
19165,1098.4
19166,1159.0
19167,1131.3
19168,1054.6
19169,1270.2
19170,1062.6
19171,1350.0
19172,1367.3
19173,1029.1
19174,1160.1
19175,965.3
19176,1058.6
19177,1148.7
19178,891.6
19179,1256.1
19180,1228.3
19181,1001.3
19182,1301.4
19183,1088.3
19184,978.8
19185,1226.4
19186,1117.6
19187,1203.5
19188,1124.5
19189,1043.9
19190,1235.7
19191,1374.7
19192,1035.4
19193,861.1
19194,1144.1
19195,898.6
19196,1128.5
19197,931.6
19198,1139.7
19199,753.0
19200,821.3
19201,843.6
19202,788.2
19203,966.8
19204,950.1
19205,1307.3
19206,739.2
19207,1004.9
19208,926.3
19209,1054.4
19210,892.9
19211,836.6
19212,1016.3
19213,1023.9
19214,883.4
19215,845.3
19216,796.2
19217,752.8
19218,678.5
19219,690.5
19220,763.2
19221,679.8
19222,785.1
19223,857.7
19224,757.5
19225,551.7
19226,721.5
19227,692.6
19228,759.2
19229,721.7
19230,784.6
19231,795.8
19232,897.7
19233,1013.1
19234,956.0
19235,1180.1
19236,956.1
19237,945.1
19238,1111.9
19239,1422.1
19240,1230.7
19241,1190.0
19242,1125.2
19243,1035.0
19244,1344.4
19245,1462.5
19246,1259.3
19247,1478.5
19248,1311.3
19249,1201.0
19250,1542.1
19251,1527.1
19252,1539.6
19253,1123.7
19254,1547.2
19255,1391.7
19256,1537.9
19257,1171.5
19258,1522.1
19259,1552.2
19260,1528.0
19261,1533.3
19262,1556.6
19263,1402.1
19264,1272.5
19265,1540.6
19266,1362.1
19267,1390.7
19268,1187.9
19269,1286.2
19270,1174.8
19271,896.5
19272,1053.5
19273,821.7
19274,1022.6
19275,1054.4
19276,836.2
19277,1123.0
19278,1440.2
19279,1396.6
19280,815.8
19281,908.5
19282,764.8
19283,910.6
19284,799.6
19285,903.8
19286,979.6
19287,657.7
19288,812.0
19289,576.6
19290,672.2
19291,576.4
19292,682.1
19293,562.9
19294,771.0
19295,622.5
19296,494.2
19297,541.4
19298,670.9
19299,689.5
19300,549.8
19301,407.3
19302,623.5
19303,317.4
19304,316.7
19305,437.4
19306,535.1
19307,402.9
19308,417.4
19309,413.2
19310,407.9
19311,430.2
19312,384.1
19313,1164.7
19314,1123.5
19315,1097.4
19316,1037.7
19317,739.1
19318,610.7
19319,491.1
19320,439.9
19321,731.1
19322,561.0
19323,566.9
19324,507.5
19325,824.0
19326,548.1
19327,399.7
19328,655.1
19329,523.1
19330,500.6
19331,525.4
19332,435.9
19333,319.4
19334,343.0
19335,489.4
19336,321.8
19337,568.1
19338,640.6
19339,508.6
19340,676.2
19341,570.0
19342,634.9
19343,537.0
19344,424.1
19345,481.8
19346,484.5
19347,282.8
19348,465.6
19349,689.0
19350,603.7
19351,526.9
19352,593.6
19353,531.9
19354,657.4
19355,563.5
19356,566.3
19357,735.8
19358,518.3
19359,691.8
19360,1094.0
19361,1076.9
19362,1007.8
19363,834.5
19364,991.4
19365,1165.6
19366,1434.9
19367,1289.0
19368,983.0
19369,876.0
19370,958.2
19371,978.0
19372,1054.8
19373,1275.5
19374,802.7
19375,1310.5
19376,974.4
19377,866.6
19378,1223.9
19379,1492.4
19380,1546.3
19381,1553.1
19382,1101.1
19383,1114.4
19384,756.4
19385,1283.1
19386,1408.0
19387,1410.1
19388,1558.1
19389,1553.9
19390,1549.0
19391,1385.8
19392,1537.0
19393,1550.1
19394,1550.7
19395,1062.6
19396,1213.6
19397,1431.5
19398,1338.9
19399,921.9
19400,1262.5
19401,1442.9
19402,982.4
19403,1189.2
19404,1333.8
19405,1454.3
19406,1330.2
19407,1066.6
19408,940.9
19409,1532.8
19410,1135.7
19411,1270.5
19412,1540.4
19413,1534.5
19414,1556.8
19415,961.5
19416,1506.5
19417,1469.4
19418,1227.1
19419,1095.2
19420,1451.1
19421,1544.4
19422,1552.0
19423,1474.3
19424,1252.8
19425,733.7
19426,1559.4
19427,1548.8
19428,1546.3
19429,1421.0
19430,946.8
19431,889.9
19432,1058.8
19433,1285.2
19434,791.8
19435,1304.6
19436,1075.9
19437,1194.8
19438,869.9
19439,1035.6
19440,722.9
19441,976.0
19442,1023.0
19443,1277.0
19444,1091.7
19445,1152.3
19446,1351.1
19447,1564.8
19448,1419.3
19449,1384.4
19450,1540.2
19451,1438.7
19452,1499.1
19453,1545.7
19454,1346.5
19455,1100.3
19456,1395.7
19457,1537.9
19458,1549.1
19459,1539.6
19460,1320.1
19461,1421.0
19462,1490.5
19463,1553.1
19464,1552.0
19465,1547.4
19466,1553.0
19467,1553.5
19468,1556.2
19469,1537.5
19470,1207.1
19471,1557.9
19472,986.8
19473,1169.4
19474,974.4
19475,1303.1
19476,1029.3
19477,913.1
19478,1253.8
19479,1330.3
19480,959.2
19481,1208.8
19482,1483.8
19483,1256.6
19484,1216.7
19485,1258.0
19486,1077.8
19487,1051.6
19488,1556.4
19489,1547.6
19490,1452.0
19491,1031.7
19492,1050.4
19493,1249.6
19494,1552.6
19495,1215.1
19496,1540.4
19497,1097.1
19498,1532.6
19499,1555.6
19500,1183.3
19501,688.2
19502,609.8
19503,1203.3
19504,997.9
19505,1545.3
19506,1107.5
19507,1545.1
19508,1544.8
19509,1549.5
19510,1461.9
19511,1095.5
19512,1232.5
19513,1388.0
19514,1291.7
19515,1277.4
19516,1176.3
19517,1370.7
19518,1551.0
19519,1080.1
19520,1047.4
19521,751.2
19522,692.8
19523,1213.4
19524,1546.7
19525,1222.9
19526,1420.8
19527,1184.7
19528,1542.5
19529,1334.0
19530,1307.3
19531,1206.2
19532,1484.8
19533,1168.9
19534,1116.9
19535,917.3
19536,1552.4
19537,1549.7
19538,1542.5
19539,1542.7
19540,1485.5
19541,1527.2
19542,1546.3
19543,1353.2
19544,1549.1
19545,1548.2
