,mw
3805,1117.878
3806,1096.173
3807,1080.783
3808,1082.942
3809,1075.792
3810,1090.359
3811,1102.376
3812,1097.94
3813,1041.107
3814,983.121
3815,910.808
3816,837.124
3817,787.144
3818,773.885
3819,758.307
3820,750.195
3821,764.032
3822,788.714
3823,809.867
3824,821.042
3825,807.058
3826,804.499
3827,796.602
3828,836.828
3829,885.113
3830,965.546
3831,1105.544
3832,1191.478
3833,1240.761
3834,1246.126
3835,1251.151
3836,1228.799
3837,1162.54
3838,1083.833
3839,993.794
3840,918.428
3841,859.339
3842,818.948
3843,802.369
3844,801.314
3845,803.589
3846,805.717
3847,823.398
3848,860.594
3849,873.767
3850,898.708
3851,954.071
3852,1016.135
3853,1084.042
3854,1180.112
3855,1268.551
3856,1341.297
3857,1385.606
3858,1387.489
3859,1358.576
3860,1320.976
3861,1229.009
3862,1115.68
3863,1019.281
3864,938.041
3865,882.695
3866,837.194
3867,836.461
3868,852.326
3869,895.287
3870,996.967
3871,1057.007
3872,1060.219
3873,1085.252
3874,1122.493
3875,1170.919
3876,1230.509
3877,1280.996
3878,1359.554
3879,1469.078
3880,1531.958
3881,1529.545
3882,1500.639
3883,1481.522
3884,1441.814
3885,1340.087
3886,1200.543
3887,1082.143
3888,988.497
3889,919.851
3890,887.68
3891,863.554
3892,856.922
3893,899.409
3894,986.928
3895,1036.658
3896,1074.974
3897,1084.749
3898,1099.507
3899,1136.207
3900,1228.521
3901,1345.166
3902,1425.037
3903,1430.298
3904,1512.828
3905,1590.476
3906,1571.216
3907,1527.439
3908,1475.237
3909,1374.924
3910,1237.525
3911,1115.865
3912,1024.587
3913,953.234
3914,916.989
3915,907.839
3916,908.748
3917,942.086
3918,1024.782
3919,1089.446
3920,1120.808
3921,1143.538
3922,1199.323
3923,1289.456
3924,1389.997
3925,1506.975
3926,1612.095
3927,1746.596
3928,1841.195
3929,1902.799
3930,1876.063
3931,1818.061
3932,1748.265
3933,1622.421
3934,1473.108
3935,1334.208
3936,1228.593
3937,1143.345
3938,1084.795
3939,1053.244
3940,1047.938
3941,1100.333
3942,1183.307
3943,1250.325
3944,1314.517
3945,1382.492
3946,1449.61
3947,1546.374
3948,1655.108
3949,1776.608
3950,1864.537
3951,1933.976
3952,1940.254
3953,1869.149
3954,1723.456
3955,1660.407
3956,1561.193
3957,1434.382
3958,1293.703
3959,1142.846
3960,1032.997
3961,953.157
3962,909.764
3963,881.369
3964,875.147
3965,910.016
3966,992.183
3967,1017.823
3968,1033.202
3969,1032.21
3970,1010.346
3971,1007.267
3972,1003.371
3973,1000.109
3974,1021.637
3975,1055.227
3976,1090.128
3977,1115.848
3978,1118.412
3979,1147.496
3980,1140.875
3981,1100.189
3982,1031.836
3983,951.106
3984,873.938
3985,825.724
3986,792.97
3987,784.996
3988,778.437
3989,801.241
3990,830.321
3991,854.58
3992,898.841
3993,933.87
3994,1003.836
3995,1075.02
3996,1108.162
3997,1132.703
3998,1183.202
3999,1242.903
4000,1302.412
4001,1347.82
4002,1356.121
4003,1365.007
4004,1354.204
4005,1305.798
4006,1234.362
4007,1154.239
4008,1069.408
4009,1016.657
4010,971.936
4011,950.366
4012,947.294
4013,958.166
4014,985.822
4015,1005.386
4016,1075.851
4017,1122.39
4018,1165.252
4019,1210.884
4020,1243.286
4021,1299.871
4022,1391.699
4023,1467.038
4024,1548.984
4025,1604.286
4026,1578.428
4027,1521.465
4028,1429.601
4029,1318.174
4030,1189.739
4031,1086.412
4032,986.199
4033,911.684
4034,871.216
4035,850.279
4036,855.499
4037,907.026
4038,980.255
4039,1021.396
4040,1041.99
4041,1064.063
4042,1107.022
4043,1204.78
4044,1315.945
4045,1343.998
4046,1411.123
4047,1468.408
4048,1530.595
4049,1537.569
4050,1528.972
4051,1531.786
4052,1476.305
4053,1366.452
4054,1235.272
4055,1112.101
4056,1011.122
4057,954.845
4058,932.562
4059,904.684
4060,906.309
4061,944.19
4062,1021.886
4063,1046.984
4064,1048.319
4065,1022.777
4066,1010.595
4067,1009.9
4068,1040.021
4069,1070.973
4070,1134.371
4071,1207.946
4072,1292.578
4073,1349.212
4074,1337.958
4075,1302.96
4076,1240.592
4077,1150.019
4078,1029.12
4079,922.145
4080,856.788
4081,815.204
4082,785.199
4083,768.701
4084,779.29
4085,813.772
4086,897.263
4087,926.055
4088,906.266
4089,880.595
4090,877.81
4091,912.253
4092,884.812
4093,886.263
4094,908.557
4095,961.703
4096,1033.254
4097,1095.057
4098,1128.789
4099,1149.063
4100,1114.311
4101,1036.372
4102,948.164
4103,864.472
4104,804.983
4105,767.836
4106,742.653
4107,734.696
4108,751.188
4109,777.053
4110,867.811
4111,903.048
4112,862.43
4113,827.412
4114,791.074
4115,779.008
4116,756.827
4117,763.851
4118,787.06
4119,866.064
4120,951.769
4121,1039.715
4122,1075.229
4123,1110.563
4124,1086.764
4125,1015.247
4126,931.612
4127,846.837
4128,789.291
4129,755.462
4130,727.412
4131,728.445
4132,740.665
4133,775.873
4134,867.085
4135,894.003
4136,865.374
4137,820.666
4138,791.427
4139,777.644
4140,783.156
4141,802.859
4142,855.855
4143,938.622
4144,1033.176
4145,1121.54
4146,1144.239
4147,1151.831
4148,1124.764
4149,1063.98
4150,975.905
4151,911.939
4152,837.165
4153,785.479
4154,775.029
4155,746.956
4156,754.965
4157,767.714
4158,799.52
4159,819.317
4160,846.508
4161,837.032
4162,826.832
4163,851.946
4164,896.589
4165,976.246
4166,1055.655
4167,1183.812
4168,1291.806
4169,1358.297
4170,1348.514
4171,1328.97
4172,1276.198
4173,1207.086
4174,1118.621
4175,1026.274
4176,945.046
4177,879.298
4178,835.679
4179,818.092
4180,810.141
4181,806.274
4182,827.423
4183,851.72
4184,903.139
4185,934.157
4186,986.093
4187,1063.087
4188,1160.405
4189,1271.16
4190,1366.88
4191,1461.008
4192,1556.578
4193,1606.523
4194,1573.342
4195,1540.348
4196,1469.522
4197,1358.824
4198,1237.877
4199,1116.799
4200,1027.155
4201,954.378
4202,935.458
4203,909.939
4204,914.137
4205,962.869
4206,1055.496
4207,1102.402
4208,1134.119
4209,1174.607
4210,1206.295
4211,1289.966
4212,1373.948
4213,1483.581
4214,1581.758
4215,1672.114
4216,1758.68
4217,1784.139
4218,1740.717
4219,1707.647
4220,1624.219
4221,1506.041
4222,1379.949
4223,1250.217
4224,1133.134
4225,1063.44
4226,995.616
4227,947.153
4228,929.353
4229,950.993
4230,1026.629
4231,1046.105
4232,1046.949
4233,1036.614
4234,1031.3
4235,1048.878
4236,1103.946
4237,1167.918
4238,1224.446
4239,1270.704
4240,1323.365
4241,1367.132
4242,1349.691
4243,1346.559
4244,1281.523
4245,1179.774
4246,1055.175
4247,945.063
4248,861.164
4249,827.219
4250,775.864
4251,768.119
4252,791.597
4253,828.634
4254,900.406
4255,918.759
4256,901.706
4257,877.019
4258,863.951
4259,871.568
4260,908.792
4261,961.809
4262,1042.602
4263,1144.922
4264,1256.417
4265,1334.266
4266,1326.924
4267,1319.19
4268,1247.196
4269,1153.668
4270,1047.868
4271,951.623
4272,875.392
4273,839.64
4274,800.609
4275,784.023
4276,792.818
4277,852.939
4278,936.089
4279,973.974
4280,981.8
4281,1010.082
4282,1037.439
4283,1090.804
4284,1150.393
4285,1242.841
4286,1339.078
4287,1459.119
4288,1476.514
4289,1448.377
4290,1406.763
4291,1393.184
4292,1335.341
4293,1233.245
4294,1108.922
4295,994.626
4296,904.325
4297,841.015
4298,810.059
4299,796.965
4300,782.83
4301,823.417
4302,912.74
4303,933.168
4304,929.133
4305,898.156
4306,878.768
4307,900.128
4308,929.275
4309,1017.422
4310,1078.149
4311,1167.949
4312,1236.15
4313,1271.777
4314,1261.273
4315,1260.027
4316,1204.191
4317,1135.145
4318,1059.839
4319,963.724
4320,890.539
4321,858.908
4322,800.042
4323,803.815
4324,811.339
4325,818.652
4326,833.369
4327,858.71
4328,902.748
4329,922.187
4330,975.156
4331,1057.758
4332,1124.149
4333,1201.839
4334,1290.664
4335,1373.037
4336,1458.559
4337,1516.98
4338,1503.752
4339,1495.96
4340,1433.107
4341,1358.833
4342,1270.474
4343,1189.783
4344,1089.134
4345,980.444
4346,944.314
4347,932.061
4348,922.693
4349,923.294
4350,941.832
4351,957.957
4352,1015.993
4353,1058.187
4354,1109.934
4355,1147.387
4356,1208.911
4357,1267.082
4358,1334.731
4359,1362.321
4360,1384.948
4361,1394.791
4362,1370.723
4363,1360.257
4364,1291.344
4365,1194.629
4366,1065.816
4367,1022.694
4368,923.362
4369,855.773
4370,828.649
4371,817.494
4372,830.076
4373,861.12
4374,939.504
4375,974.619
4376,977.997
4377,990.097
4378,994.733
4379,1005.898
4380,1016.783
4381,1037.881
4382,1082.238
4383,1106.379
4384,1100.406
4385,1128.922
4386,1161.834
4387,1183.841
4388,1149.728
4389,1080.191
4390,996.151
4391,910.266
4392,849.156
4393,807.734
4394,778.381
4395,765.475
4396,807.997
4397,837.736
4398,925.255
4399,965.8
4400,973.565
4401,974.563
4402,958.006
4403,972.099
4404,987.255
4405,1059.809
4406,1146.453
4407,1262.432
4408,1368.741
4409,1425.627
4410,1419.254
4411,1418.542
4412,1354.366
4413,1268.629
4414,1155.533
4415,1048.812
4416,971.704
4417,920.429
4418,878.119
4419,880.876
4420,882.047
4421,929.296
4422,1038.239
4423,1085.985
4424,1110.867
4425,1135.269
4426,1199.15
4427,1310.162
4428,1451.741
4429,1581.754
4430,1727.016
4431,1823.151
4432,1828.837
4433,1872.567
4434,1822.845
4435,1788.456
4436,1698.342
4437,1570.236
4438,1438.742
4439,1301.127
4440,1186.511
4441,1094.485
4442,1038.599
4443,985.751
4444,961.439
4445,996.872
4446,1063.759
4447,1089.578
4448,1091.94
4449,1085.606
4450,1078.78
4451,1075.478
4452,1061.51
4453,1048.741
4454,1043.251
4455,1041.705
4456,1059.083
4457,1073.568
4458,1126.568
4459,1152.603
4460,1131.148
4461,1066.819
4462,992.153
4463,931.883
4464,888.098
4465,831.814
4466,818.587
4467,804.607
4468,808.347
4469,849.882
4470,951.815
4471,947.577
4472,921.089
4473,870.367
4474,828.636
4475,827.601
4476,834.178
4477,831.911
4478,837.839
4479,887.914
4480,941.31
4481,977.935
4482,1010.28
4483,1029.655
4484,1018.392
4485,950.076
4486,880.439
4487,817.073
4488,771.325
4489,717.974
4490,708.014
4491,689.886
4492,702.141
4493,715.367
4494,760.377
4495,773.164
4496,774.808
4497,735.86
4498,676.136
4499,670.552
4500,659.911
4501,650.068
4502,663.427
4503,713.213
4504,802.111
4505,856.89
4506,930.623
4507,976.945
4508,971.006
4509,932.036
4510,862.423
4511,824.451
4512,767.048
4513,733.148
4514,707.076
4515,704.351
4516,708.762
4517,716.969
4518,753.104
4519,777.799
4520,830.231
4521,854.889
4522,868.858
4523,887.632
4524,877.42
4525,901.779
4526,911.452
4527,916.63
4528,950.355
4529,982.435
4530,1027.222
4531,1058.016
4532,1035.297
4533,990.927
4534,923.678
4535,849.059
4536,830.817
4537,782.301
4538,763.672
4539,756.942
4540,771.023
4541,807.183
4542,928.324
4543,954.891
4544,953.072
4545,956.703
4546,949.916
4547,958.96
4548,988.486
4549,1029.289
4550,1093.851
4551,1132.14
4552,1179.591
4553,1215.067
4554,1252.062
4555,1279.809
4556,1242.695
4557,1164.586
4558,1058.677
4559,963.499
4560,867.106
4561,803.212
4562,773.782
4563,753.134
4564,761.864
4565,799.698
4566,904.892
4567,946.596
4568,946.519
4569,940.511
4570,942.584
4571,944.113
4572,931.099
4573,909.0
4574,903.148
4575,889.806
4576,907.753
4577,946.319
4578,1013.006
4579,1050.518
4580,1021.583
4581,963.645
4582,873.938
4583,802.49
4584,767.34
4585,722.653
4586,715.284
4587,701.742
4588,715.85
4589,760.072
4590,855.167
4591,917.501
4592,910.836
4593,907.359
4594,884.653
4595,890.579
4596,896.904
4597,902.355
4598,896.259
4599,911.152
4600,929.434
4601,967.171
4602,1028.098
4603,1046.142
4604,1017.035
4605,959.877
4606,877.436
4607,805.7
4608,731.644
4609,728.298
4610,705.096
4611,707.395
4612,717.975
4613,771.965
4614,876.334
4615,880.388
4616,873.769
4617,796.523
4618,749.73
4619,721.392
4620,689.526
4621,703.571
4622,738.689
4623,799.245
4624,876.539
4625,951.094
4626,1015.034
4627,1052.925
4628,1025.412
4629,963.662
4630,887.416
4631,810.12
4632,702.197
4633,716.576
4634,701.593
4635,692.579
4636,702.987
4637,746.366
4638,834.489
4639,870.609
4640,836.978
4641,782.908
4642,740.346
4643,790.989
4644,803.338
4645,768.931
4646,788.375
4647,841.717
4648,879.495
4649,926.842
4650,991.708
4651,1019.665
4652,996.119
4653,949.957
4654,892.668
4655,824.935
4656,774.591
4657,736.27
4658,718.658
4659,706.781
4660,710.981
4661,728.956
4662,763.964
4663,776.831
4664,773.613
4665,770.672
4666,706.175
4667,655.296
4668,640.836
4669,655.912
4670,713.903
4671,791.867
4672,865.195
4673,919.877
4674,981.715
4675,1012.168
4676,987.074
4677,949.483
4678,894.891
4679,832.469
4680,778.166
4681,737.811
4682,716.424
4683,702.092
4684,698.169
4685,711.817
4686,734.398
4687,745.318
4688,753.063
4689,743.331
4690,758.087
4691,697.775
4692,693.944
4693,750.534
4694,796.868
4695,850.723
4696,891.938
4697,935.409
4698,981.609
4699,989.727
4700,968.71
4701,916.492
4702,862.437
4703,805.972
4704,753.676
4705,729.678
4706,712.121
4707,707.154
4708,720.612
4709,762.04
4710,826.472
4711,870.435
4712,876.907
4713,860.115
4714,791.199
4715,741.006
4716,733.518
4717,754.248
4718,793.389
4719,853.772
4720,938.584
4721,1011.929
4722,1051.527
4723,1069.328
4724,1023.555
4725,959.113
4726,884.31
4727,825.798
4728,760.711
4729,726.449
4730,704.964
4731,700.956
4732,713.654
4733,757.588
4734,858.462
4735,877.648
4736,841.968
4737,777.802
4738,729.28
4739,687.861
4740,676.853
4741,690.75
4742,733.831
4743,793.535
4744,861.602
4745,947.361
4746,1017.445
4747,1046.309
4748,1011.922
4749,951.892
4750,873.8
4751,799.6
4752,747.565
4753,719.837
4754,709.41
4755,704.663
4756,721.124
4757,771.343
4758,866.399
4759,893.314
4760,893.199
4761,908.459
4762,920.21
4763,947.812
4764,967.783
4765,956.746
4766,975.208
4767,997.473
4768,1034.791
4769,1053.672
4770,1071.33
4771,1060.856
4772,1013.492
4773,946.881
4774,868.114
4775,802.786
4776,752.714
4777,723.877
4778,708.378
4779,702.311
4780,719.77
4781,764.805
4782,860.951
4783,898.311
4784,873.594
4785,833.745
4786,834.241
4787,771.361
4788,687.866
4789,717.671
4790,805.916
4791,851.16
4792,903.578
4793,958.192
4794,1028.555
4795,1043.213
4796,1017.458
4797,960.189
4798,889.5
4799,818.269
4800,765.251
4801,734.434
4802,717.449
4803,715.159
4804,728.606
4805,775.839
4806,876.531
4807,909.355
4808,872.381
4809,808.938
4810,789.601
4811,779.156
4812,739.948
4813,707.234
4814,710.643
4815,746.232
4816,817.324
4817,897.382
4818,978.383
4819,1004.661
4820,985.96
4821,948.267
4822,898.601
4823,836.987
4824,786.397
4825,757.947
4826,743.142
4827,737.131
4828,740.301
4829,766.171
4830,812.334
4831,841.492
4832,830.019
4833,769.918
4834,703.007
4835,650.372
4836,620.656
4837,626.889
4838,648.004
4839,701.794
4840,797.159
4841,868.265
4842,948.937
4843,964.418
4844,945.655
4845,915.852
4846,872.121
4847,824.543
4848,774.993
4849,743.113
4850,727.182
4851,717.293
4852,720.112
4853,735.343
4854,763.229
4855,780.345
4856,809.938
4857,840.1
4858,862.109
4859,897.016
4860,917.898
4861,918.003
4862,921.031
4863,933.488
4864,954.347
4865,969.598
4866,1010.186
4867,1010.571
4868,978.995
4869,927.737
4870,865.818
4871,801.086
4872,750.561
4873,722.535
4874,709.092
4875,709.309
4876,722.289
4877,771.075
4878,868.214
4879,910.15
4880,866.166
4881,797.702
4882,734.254
4883,695.662
4884,687.565
4885,704.367
4886,746.65
4887,794.451
4888,866.526
4889,948.849
4890,1026.96
4891,1041.004
4892,1010.155
4893,948.212
4894,874.992
4895,804.449
4896,751.954
4897,726.31
4898,722.836
4899,704.99
4900,716.601
4901,765.956
4902,858.249
4903,946.354
4904,921.986
4905,918.751
4906,921.328
4907,914.44
4908,905.718
4909,911.95
4910,930.721
4911,948.538
4912,975.172
4913,1008.685
4914,1067.351
4915,1064.603
4916,1034.594
4917,972.119
4918,903.996
4919,830.099
4920,776.009
4921,743.351
4922,722.908
4923,712.475
4924,721.615
4925,765.862
4926,861.514
4927,901.709
4928,861.556
4929,788.694
4930,729.275
4931,690.456
4932,678.756
4933,681.097
4934,701.554
4935,756.663
4936,836.254
4937,917.691
4938,1002.821
4939,1018.882
4940,988.133
4941,935.2
4942,865.735
4943,799.484
4944,752.669
4945,725.731
4946,715.529
4947,715.329
4948,732.375
4949,785.136
4950,894.934
4951,935.797
4952,893.535
4953,809.288
4954,747.548
4955,713.24
4956,675.547
4957,680.559
4958,702.808
4959,756.68
4960,844.328
4961,922.434
4962,1009.362
4963,1022.583
4964,1006.886
4965,949.101
4966,876.889
4967,815.277
4968,766.162
4969,731.38
4970,719.595
4971,717.329
4972,737.385
4973,785.363
4974,883.87
4975,931.321
4976,909.307
4977,878.366
4978,850.6
4979,805.073
4980,768.11
4981,832.555
4982,849.406
4983,846.308
4984,910.815
4985,948.931
4986,1011.466
4987,1008.26
4988,982.274
4989,938.406
4990,886.585
4991,829.058
4992,777.365
4993,735.659
4994,718.434
4995,707.86
4996,708.59
4997,724.871
4998,764.389
4999,792.382
5000,798.6
5001,785.145
5002,744.647
5003,709.836
5004,743.339
5005,782.765
5006,812.418
5007,833.045
5008,864.108
5009,910.698
5010,965.479
5011,955.93
5012,938.655
5013,906.859
5014,859.186
5015,809.821
5016,756.227
5017,729.109
5018,710.174
5019,705.339
5020,696.366
5021,713.25
5022,745.923
5023,779.818
5024,816.271
5025,867.388
5026,905.745
5027,942.825
5028,967.687
5029,942.233
5030,889.46
5031,855.056
5032,885.796
5033,964.549
5034,1023.751
5035,1035.532
5036,992.794
5037,934.929
5038,861.067
5039,798.744
5040,738.177
5041,704.588
5042,690.819
5043,685.142
5044,700.222
5045,747.16
5046,839.243
5047,884.227
5048,853.282
5049,785.701
5050,721.889
5051,696.615
5052,751.97
5053,799.127
5054,805.263
5055,837.632
5056,896.65
5057,964.697
5058,1039.863
5059,1038.082
5060,1002.888
5061,943.591
5062,865.304
5063,804.351
5064,770.067
5065,699.788
5066,706.812
5067,702.436
5068,709.793
5069,763.045
5070,863.65
5071,914.917
5072,903.094
5073,885.038
5074,874.525
5075,853.023
5076,864.686
5077,842.333
5078,866.993
5079,881.948
5080,916.084
5081,975.99
5082,1069.316
5083,1034.317
5084,1016.636
5085,957.669
5086,881.874
5087,815.481
5088,773.133
5089,724.759
5090,711.55
5091,715.783
5092,726.665
5093,749.814
5094,859.417
5095,941.682
5096,901.792
5097,904.691
5098,875.817
5099,894.193
5100,887.673
5101,910.72
5102,903.226
5103,918.634
5104,921.608
5105,1004.198
5106,1053.155
5107,1060.342
5108,1019.238
5109,962.558
5110,905.305
5111,822.769
5112,785.381
5113,736.927
5114,702.32
5115,718.274
5116,712.146
5117,807.798
5118,879.464
5119,942.402
5120,951.649
5121,963.129
5122,957.476
5123,969.304
5124,950.457
5125,929.432
5126,941.565
5127,983.295
5128,988.209
5129,1036.162
5130,1068.884
5131,1063.171
5132,1050.222
5133,1010.923
5134,934.653
5135,869.032
5136,814.136
5137,743.433
5138,718.056
5139,714.839
5140,718.377
5141,749.953
5142,853.575
5143,918.975
5144,870.927
5145,790.585
5146,728.263
5147,684.238
5148,653.076
5149,665.316
5150,685.699
5151,750.095
5152,834.965
5153,935.482
5154,1017.524
5155,1030.188
5156,1016.251
5157,978.225
5158,926.325
5159,866.676
5160,813.498
5161,778.389
5162,762.561
5163,756.989
5164,750.922
5165,788.955
5166,835.984
5167,878.676
5168,871.822
5169,826.078
5170,736.451
5171,693.297
5172,661.86
5173,665.568
5174,674.746
5175,715.442
5176,799.534
5177,897.67
5178,973.155
5179,997.511
5180,963.496
5181,945.666
5182,896.788
5183,849.225
5184,824.346
5185,787.491
5186,766.03
5187,759.825
5188,758.567
5189,770.266
5190,795.518
5191,825.97
5192,821.461
5193,774.992
5194,710.169
5195,660.248
5196,642.457
5197,633.49
5198,659.306
5199,714.974
5200,811.988
5201,911.115
5202,1023.192
5203,1029.103
5204,1011.152
5205,986.033
5206,938.739
5207,886.322
5208,832.095
5209,813.61
5210,781.389
5211,788.003
5212,775.734
5213,826.201
5214,851.481
5215,960.322
5216,972.52
5217,873.789
5218,786.607
5219,721.56
5220,701.254
5221,700.711
5222,716.275
5223,768.626
5224,852.138
5225,961.238
5226,1060.708
5227,1074.2
5228,1055.095
5229,1024.16
5230,970.235
5231,898.995
5232,835.175
5233,791.778
5234,763.242
5235,758.756
5236,747.873
5237,768.694
5238,805.037
5239,909.055
5240,908.709
5241,883.749
5242,879.923
5243,877.345
5244,855.34
5245,849.286
5246,840.212
5247,844.415
5248,871.492
5249,937.177
5250,1048.236
5251,1052.166
5252,1042.343
5253,997.58
5254,951.205
5255,872.945
5256,818.319
5257,785.367
5258,767.802
5259,745.775
5260,746.122
5261,759.216
5262,816.017
5263,897.408
5264,943.361
5265,831.29
5266,762.935
5267,704.719
5268,690.39
5269,686.031
5270,713.353
5271,759.848
5272,848.025
5273,940.969
5274,1056.367
5275,1071.802
5276,1057.355
5277,1024.873
5278,993.658
5279,928.718
5280,857.969
5281,816.269
5282,794.823
5283,783.163
5284,778.805
5285,792.596
5286,832.045
5287,899.185
5288,922.587
5289,921.841
5290,916.071
5291,905.785
5292,899.374
5293,872.247
5294,879.657
5295,907.168
5296,916.465
5297,981.854
5298,1057.818
5299,1056.305
5300,1034.305
5301,997.522
5302,946.975
5303,891.544
5304,837.81
5305,776.352
5306,766.752
5307,761.956
5308,775.924
5309,791.782
5310,839.014
5311,935.205
5312,921.799
5313,866.112
5314,805.242
5315,768.559
5316,737.915
5317,739.537
5318,762.896
5319,832.841
5320,901.301
5321,1034.147
5322,1128.086
5323,1141.145
5324,1126.565
5325,1113.744
5326,1071.693
5327,1025.372
5328,969.278
5329,923.457
5330,921.06
5331,899.196
5332,894.319
5333,906.536
5334,936.637
5335,964.527
5336,955.869
5337,903.264
5338,833.454
5339,775.413
5340,757.984
5341,779.751
5342,750.274
5343,808.838
5344,884.111
5345,1008.884
5346,1099.632
5347,1107.077
5348,1102.842
5349,1088.385
5350,1056.098
5351,1010.873
5352,963.552
5353,923.771
5354,892.075
5355,875.074
5356,866.417
5357,863.613
5358,882.807
5359,891.533
5360,909.527
5361,925.68
5362,860.579
5363,764.212
5364,753.853
5365,765.464
5366,777.187
5367,800.122
5368,862.737
5369,965.956
5370,1063.561
5371,1065.852
5372,1048.872
5373,1022.876
5374,976.29
5375,923.702
5376,869.61
5377,832.765
5378,808.42
5379,806.516
5380,788.452
5381,827.591
5382,862.61
5383,933.399
5384,955.059
5385,884.175
5386,814.385
5387,766.054
5388,770.14
5389,763.745
5390,772.869
5391,820.275
5392,880.424
5393,975.647
5394,1084.671
5395,1092.835
5396,1076.351
5397,1038.754
5398,975.84
5399,910.608
5400,850.977
5401,791.023
5402,762.174
5403,745.088
5404,740.565
5405,757.279
5406,810.686
5407,892.677
5408,937.44
5409,962.192
5410,973.472
5411,988.822
5412,1016.168
5413,1033.486
5414,1047.953
5415,1062.449
5416,1081.49
5417,1130.473
5418,1225.981
5419,1232.449
5420,1227.369
5421,1198.001
5422,1139.293
5423,1079.695
5424,1014.581
5425,991.223
5426,966.818
5427,954.247
5428,960.6
5429,989.807
5430,1048.34
5431,1130.107
5432,1127.049
5433,1030.025
5434,954.1
5435,898.046
5436,857.723
5437,838.107
5438,862.347
5439,930.144
5440,1026.828
5441,1155.725
5442,1265.161
5443,1278.505
5444,1271.176
5445,1240.692
5446,1181.728
5447,1111.17
5448,1023.102
5449,1004.518
5450,978.156
5451,986.039
5452,977.843
5453,991.428
5454,1051.633
5455,1133.024
5456,1129.426
5457,1047.291
5458,972.89
5459,932.55
5460,957.146
5461,942.172
5462,930.042
5463,931.921
5464,1005.185
5465,1087.826
5466,1185.77
5467,1198.487
5468,1183.461
5469,1157.455
5470,1102.146
5471,1025.439
5472,945.904
5473,901.725
5474,874.904
5475,869.719
5476,853.838
5477,866.997
5478,920.277
5479,1012.87
5480,1025.332
5481,980.614
5482,907.314
5483,846.045
5484,829.254
5485,773.413
5486,805.501
5487,896.356
5488,940.13
5489,1015.481
5490,1103.54
5491,1123.547
5492,1091.823
5493,1081.725
5494,1038.585
5495,976.597
5496,931.258
5497,875.21
5498,862.717
5499,845.011
5500,848.305
5501,855.975
5502,886.167
5503,922.274
5504,940.321
5505,891.748
5506,827.846
5507,767.417
5508,756.266
5509,736.075
5510,784.81
5511,848.179
5512,938.899
5513,1046.086
5514,1131.058
5515,1142.785
5516,1119.702
5517,1094.482
5518,1062.061
5519,1007.523
5520,954.924
5521,911.23
5522,877.974
5523,869.632
5524,857.934
5525,861.335
5526,885.72
5527,926.539
5528,939.142
5529,979.076
5530,979.629
5531,981.858
5532,975.455
5533,972.674
5534,985.237
5535,999.649
5536,1027.699
5537,1087.119
5538,1155.581
5539,1143.241
5540,1117.175
5541,1103.573
5542,1044.651
5543,978.35
5544,908.988
5545,863.757
5546,839.054
5547,827.989
5548,828.385
5549,845.039
5550,904.578
5551,1003.648
5552,1036.271
5553,1036.834
5554,1037.836
5555,1023.357
5556,1022.439
5557,1013.922
5558,1012.422
5559,1002.672
5560,1027.357
5561,1103.538
5562,1186.4
5563,1182.217
5564,1153.37
5565,1123.455
5566,1061.836
5567,977.362
5568,893.04
5569,882.201
5570,834.666
5571,819.976
5572,816.68
5573,826.862
5574,873.336
5575,1000.794
5576,1015.893
5577,994.057
5578,975.72
5579,936.871
5580,854.827
5581,795.9
5582,801.85
5583,889.377
5584,946.824
5585,1033.558
5586,1125.652
5587,1134.788
5588,1116.526
5589,1091.39
5590,1033.709
5591,956.194
5592,890.007
5593,838.902
5594,818.625
5595,808.67
5596,811.491
5597,824.455
5598,884.808
5599,998.896
5600,1009.777
5601,982.6
5602,919.248
5603,855.417
5604,819.183
5605,792.415
5606,789.647
5607,851.942
5608,939.273
5609,1050.547
5610,1141.603
5611,1145.114
5612,1138.883
5613,1109.755
5614,1054.892
5615,977.226
5616,911.893
5617,861.156
5618,847.402
5619,835.871
5620,829.651
5621,858.443
5622,909.034
5623,1024.547
5624,1038.691
5625,943.326
5626,845.177
5627,786.259
5628,756.957
5629,752.54
5630,805.506
5631,873.32
5632,924.081
5633,1027.895
5634,1122.183
5635,1130.082
5636,1118.682
5637,1090.17
5638,1034.08
5639,951.828
5640,878.419
5641,832.813
5642,805.148
5643,785.685
5644,777.78
5645,785.478
5646,837.507
5647,939.844
5648,960.859
5649,944.658
5650,888.408
5651,956.848
5652,984.874
5653,980.811
5654,997.33
5655,999.319
5656,992.967
5657,1049.492
5658,1114.697
5659,1110.08
5660,1084.422
5661,1077.674
5662,1040.976
5663,985.61
5664,931.776
5665,891.148
5666,864.686
5667,855.879
5668,850.154
5669,860.455
5670,887.362
5671,924.319
5672,935.858
5673,904.6
5674,854.825
5675,825.086
5676,833.469
5677,837.883
5678,883.424
5679,913.468
5680,961.553
5681,1054.454
5682,1112.199
5683,1110.426
5684,1079.383
5685,1050.397
5686,1014.93
5687,972.271
5688,913.67
5689,859.156
5690,825.279
5691,800.222
5692,783.822
5693,778.347
5694,782.046
5695,817.312
5696,847.875
5697,891.166
5698,921.953
5699,958.247
5700,984.467
5701,977.17
5702,959.123
5703,982.03
5704,982.314
5705,1044.621
5706,1135.326
5707,1136.686
5708,1117.834
5709,1094.619
5710,1038.3
5711,973.887
5712,913.253
5713,866.884
