,mw
7600,961.591
7601,991.02
7602,1074.898
7603,1114.394
7604,1108.115
7605,1068.287
7606,1004.011
7607,950.035
7608,884.194
7609,850.164
7610,818.739
7611,812.723
7612,815.531
7613,838.403
7614,894.992
7615,1047.848
7616,1026.596
7617,981.43
7618,924.835
7619,782.817
7620,739.133
7621,802.711
7622,790.039
7623,868.905
7624,953.787
7625,1021.797
7626,1118.522
7627,1145.823
7628,1140.586
7629,1106.069
7630,1048.016
7631,977.401
7632,911.497
7633,856.577
7634,814.222
7635,826.403
7636,820.634
7637,833.733
7638,883.023
7639,974.445
7640,1014.722
7641,1019.63
7642,1010.75
7643,1001.513
7644,993.156
7645,984.911
7646,1003.348
7647,1011.025
7648,1019.015
7649,1034.554
7650,1084.214
7651,1117.929
7652,1106.47
7653,1083.738
7654,1040.47
7655,982.429
7656,919.502
7657,872.746
7658,847.266
7659,839.763
7660,843.4
7661,865.983
7662,919.331
7663,1016.782
7664,1062.515
7665,1018.072
7666,934.333
7667,813.329
7668,822.266
7669,826.699
7670,809.09
7671,847.898
7672,886.662
7673,1007.644
7674,1164.393
7675,1233.284
7676,1229.825
7677,1215.345
7678,1188.568
7679,1144.776
7680,1072.691
7681,1053.952
7682,1039.092
7683,1033.293
7684,1029.879
7685,1044.72
7686,1068.599
7687,1116.347
7688,1107.13
7689,1032.481
7690,943.72
7691,857.577
7692,800.747
7693,777.686
7694,815.256
7695,834.767
7696,924.233
7697,1031.518
7698,1159.108
7699,1225.209
7700,1218.359
7701,1196.825
7702,1155.608
7703,1111.179
7704,1059.779
7705,1010.944
7706,976.106
7707,957.454
7708,945.197
7709,941.678
7710,956.518
7711,981.536
7712,982.888
7713,970.883
7714,913.83
7715,813.922
7716,774.938
7717,766.727
7718,818.149
7719,806.137
7720,813.083
7721,906.05
7722,1031.842
7723,1106.924
7724,1097.212
7725,1069.86
7726,1031.727
7727,983.66
7728,922.412
7729,880.534
7730,853.902
7731,842.98
7732,839.254
7733,854.538
7734,892.21
7735,957.476
7736,967.802
7737,890.538
7738,808.283
7739,737.547
7740,695.853
7741,688.305
7742,693.179
7743,732.18
7744,783.313
7745,894.582
7746,1027.128
7747,1118.234
7748,1119.043
7749,1101.642
7750,1052.121
7751,984.274
7752,922.359
7753,881.955
7754,857.285
7755,845.549
7756,845.583
7757,864.135
7758,910.284
7759,1006.392
7760,1024.69
7761,998.505
7762,945.017
7763,858.672
7764,767.428
7765,742.493
7766,706.39
7767,735.46
7768,789.95
7769,894.783
7770,1014.42
7771,1075.548
7772,1064.109
7773,1033.58
7774,976.396
7775,906.121
7776,835.924
7777,792.653
7778,769.001
7779,758.154
7780,758.647
7781,787.363
7782,832.691
7783,935.146
7784,958.265
7785,944.25
7786,909.703
7787,871.226
7788,801.167
7789,771.013
7790,736.279
7791,735.673
7792,804.34
7793,904.547
7794,1045.747
7795,1125.662
7796,1127.928
7797,1104.182
7798,1063.05
7799,1000.485
7800,930.801
7801,906.948
7802,890.436
7803,880.939
7804,884.632
7805,910.859
7806,966.552
7807,1063.583
7808,1080.623
7809,1019.023
7810,962.974
7811,953.88
7812,967.725
7813,970.49
7814,978.691
7815,977.274
7816,1009.858
7817,1074.258
7818,1157.008
7819,1208.374
7820,1196.89
7821,1182.419
7822,1126.86
7823,1058.698
7824,994.191
7825,971.461
7826,946.609
7827,953.779
7828,957.92
7829,990.399
7830,1046.03
7831,1137.439
7832,1146.177
7833,1039.3
7834,930.243
7835,853.074
7836,800.124
7837,774.24
7838,773.667
7839,799.121
7840,870.564
7841,988.284
7842,1113.652
7843,1203.863
7844,1202.844
7845,1189.106
7846,1149.345
7847,1090.782
7848,1028.712
7849,995.033
7850,981.639
7851,971.617
7852,986.569
7853,965.016
7854,995.632
7855,1023.003
7856,1007.223
7857,933.644
7858,806.431
7859,772.079
7860,718.701
7861,682.734
7862,674.799
7863,701.452
7864,766.953
7865,875.233
7866,999.136
7867,1085.989
7868,1087.973
7869,1076.652
7870,1048.933
7871,1009.465
7872,967.164
7873,927.059
7874,902.88
7875,892.398
7876,892.523
7877,902.446
7878,925.611
7879,952.69
7880,936.8
7881,860.355
7882,770.427
7883,694.885
7884,641.928
7885,613.868
7886,612.653
7887,645.222
7888,716.99
7889,832.074
7890,960.598
7891,1058.291
7892,1067.532
7893,1048.96
7894,1007.041
7895,950.441
7896,897.615
7897,855.823
7898,839.142
7899,834.812
7900,837.939
7901,862.913
7902,919.7
7903,1013.852
7904,1011.155
7905,897.565
7906,794.696
7907,741.165
7908,684.312
7909,709.123
7910,776.16
7911,793.831
7912,838.464
7913,917.935
7914,999.736
7915,1084.53
7916,1079.715
7917,1049.537
7918,993.992
7919,926.539
7920,857.468
7921,813.087
7922,788.923
7923,777.642
7924,775.099
7925,794.331
7926,848.962
7927,941.459
7928,974.215
7929,984.125
7930,980.926
7931,971.342
7932,971.042
7933,960.085
7934,962.802
7935,969.235
7936,976.823
7937,1015.803
7938,1075.652
7939,1113.135
7940,1101.447
7941,1065.681
7942,1006.701
7943,939.305
7944,866.695
7945,820.903
7946,794.688
7947,782.411
7948,781.724
7949,796.871
7950,855.697
7951,946.068
7952,977.131
7953,968.216
7954,959.342
7955,944.385
7956,921.608
7957,895.86
7958,904.105
7959,923.251
7960,944.758
7961,994.422
7962,1064.72
7963,1108.634
7964,1096.014
7965,1070.91
7966,1013.607
7967,944.769
7968,888.392
7969,840.742
7970,808.27
7971,793.157
7972,797.728
7973,823.312
7974,886.428
7975,983.833
7976,985.661
7977,929.859
7978,814.309
7979,753.742
7980,745.194
7981,750.249
7982,720.529
7983,736.273
7984,809.06
7985,929.535
7986,1075.359
7987,1184.673
7988,1186.937
7989,1170.513
7990,1126.726
7991,1056.945
7992,993.7
7993,946.483
7994,922.945
7995,913.157
7996,912.499
7997,933.6
7998,989.253
7999,1064.717
8000,1044.622
8001,971.399
8002,893.5
8003,840.433
8004,875.077
8005,873.867
8006,861.265
8007,861.386
8008,892.466
8009,975.745
8010,1065.33
8011,1136.677
8012,1129.3
8013,1106.471
8014,1073.537
8015,1019.508
8016,968.748
8017,933.225
8018,910.35
8019,899.532
8020,901.339
8021,909.345
8022,941.223
8023,977.044
8024,956.62
8025,912.202
8026,842.647
8027,826.709
8028,844.398
8029,874.871
8030,923.22
8031,899.942
8032,922.317
8033,1002.416
8034,1104.87
8035,1185.013
8036,1176.823
8037,1156.774
8038,1121.439
8039,1070.572
8040,1018.609
8041,984.189
8042,958.818
8043,944.193
8044,982.763
8045,947.153
8046,969.137
8047,990.311
8048,960.141
8049,886.96
8050,809.473
8051,744.296
8052,697.108
8053,675.443
8054,670.3
8055,702.441
8056,774.885
8057,891.547
8058,1015.974
8059,1114.772
8060,1127.14
8061,1109.922
8062,1067.624
8063,1006.154
8064,946.135
8065,895.573
8066,875.084
8067,864.059
8068,864.766
8069,880.534
8070,937.444
8071,1013.176
8072,988.339
8073,883.297
8074,790.478
8075,722.401
8076,661.898
8077,634.998
8078,658.767
8079,704.359
8080,835.911
8081,931.976
8082,1024.797
8083,1086.681
8084,1075.332
8085,1039.183
8086,989.666
8087,921.055
8088,851.263
8089,799.479
8090,777.354
8091,766.158
8092,766.14
8093,790.707
8094,848.371
8095,929.134
8096,909.08
8097,824.579
8098,815.961
8099,823.125
8100,781.493
8101,782.242
8102,862.779
8103,929.945
8104,951.083
8105,944.098
8106,992.238
8107,1068.514
8108,1065.986
8109,1039.751
8110,979.962
8111,908.81
8112,845.089
8113,802.584
8114,782.379
8115,771.931
8116,776.518
8117,797.219
8118,868.18
8119,938.833
8120,915.221
8121,827.138
8122,746.824
8123,671.884
8124,622.025
8125,602.085
8126,608.847
8127,645.754
8128,721.012
8129,827.191
8130,940.909
8131,1048.685
8132,1049.652
8133,1024.921
8134,973.863
8135,905.482
8136,843.933
8137,797.099
8138,776.195
8139,772.513
8140,777.197
8141,798.707
8142,859.482
8143,941.403
8144,920.344
8145,815.758
8146,730.464
8147,663.679
8148,629.975
8149,603.434
8150,655.782
8151,709.541
8152,818.503
8153,890.685
8154,979.143
8155,1069.538
8156,1080.763
8157,1060.638
8158,1013.939
8159,944.22
8160,883.225
8161,835.696
8162,820.926
8163,821.184
8164,825.426
8165,836.683
8166,883.451
8167,966.334
8168,1000.445
8169,996.435
8170,988.492
8171,988.64
8172,998.094
8173,1013.706
8174,1024.296
8175,1019.686
8176,1040.288
8177,1074.292
8178,1109.402
8179,1151.272
8180,1138.144
8181,1109.867
8182,1064.868
8183,1004.954
8184,950.701
8185,853.382
8186,866.842
8187,852.167
8188,844.406
8189,849.988
8190,874.244
8191,908.101
8192,921.023
8193,915.284
8194,832.681
8195,728.575
8196,663.81
8197,639.689
8198,630.791
8199,655.798
8200,724.62
8201,836.066
8202,960.83
8203,1063.03
8204,1075.013
8205,1065.407
8206,1037.728
8207,994.261
8208,951.547
8209,920.351
8210,0.0
8211,888.242
8212,890.56
8213,906.623
8214,936.138
8215,944.759
8216,904.922
8217,815.465
8218,725.16
8219,652.198
8220,605.576
8221,578.136
8222,578.876
8223,612.726
8224,696.796
8225,789.647
8226,926.509
8227,1013.818
8228,1034.316
8229,987.226
8230,894.446
8231,865.845
8232,825.722
8233,796.279
8234,787.366
8235,794.541
8236,810.574
8237,866.51
8238,984.171
8239,1013.878
8240,922.609
8241,818.543
8242,714.294
8243,655.248
8244,597.587
8245,580.259
8246,589.399
8247,551.798
8248,717.581
8249,818.324
8250,926.89
8251,1014.808
8252,1002.825
8253,946.371
8254,859.171
8255,821.103
8256,777.436
8257,746.965
8258,735.401
8259,738.625
8260,752.946
8261,808.536
8262,928.463
8263,949.001
8264,920.828
8265,835.493
8266,781.256
8267,772.88
8268,799.521
8269,834.713
8270,821.982
8271,819.547
8272,836.686
8273,891.124
8274,948.778
8275,989.673
8276,1006.189
8277,956.133
8278,884.751
8279,816.121
8280,765.949
8281,734.259
8282,718.734
8283,715.837
8284,735.467
8285,781.392
8286,895.14
8287,933.381
8288,864.305
8289,773.797
8290,723.297
8291,714.348
8292,719.011
8293,676.954
8294,722.11
8295,806.382
8296,863.011
8297,920.722
8298,977.166
8299,1036.235
8300,1027.098
8301,981.237
8302,915.594
8303,851.964
8304,811.49
8305,786.495
8306,779.183
8307,777.236
8308,797.04
8309,843.837
8310,933.012
8311,988.42
8312,976.788
8313,951.044
8314,925.103
8315,863.865
8316,788.104
8317,775.828
8318,804.893
8319,852.355
8320,892.912
8321,953.491
8322,1004.212
8323,1055.467
8324,1039.237
8325,994.344
8326,925.751
8327,845.925
8328,800.707
8329,769.646
8330,752.68
8331,745.804
8332,754.926
8333,797.933
8334,879.802
8335,946.96
8336,956.882
8337,951.068
8338,922.425
8339,852.453
8340,714.974
8341,659.341
8342,662.52
8343,697.789
8344,747.762
8345,863.869
8346,913.415
8347,971.437
8348,963.321
8349,922.223
8350,868.533
8351,808.196
8352,761.156
8353,731.954
8354,717.956
8355,713.686
8356,721.217
8357,745.649
8358,790.356
8359,812.071
8360,786.345
8361,721.627
8362,652.998
8363,597.313
8364,577.754
8365,561.644
8366,566.614
8367,593.039
8368,714.284
8369,848.309
8370,912.333
8371,970.528
8372,958.263
8373,924.742
8374,881.398
8375,833.404
8376,789.053
8377,759.673
8378,746.804
8379,739.271
8380,743.964
8381,760.438
8382,786.498
8383,814.645
8384,817.425
8385,802.843
8386,742.468
8387,723.504
8388,647.16
8389,614.977
8390,611.19
8391,610.398
8392,684.346
8393,790.661
8394,893.394
8395,983.283
8396,995.255
8397,963.86
8398,917.616
8399,858.579
8400,820.157
8401,802.906
8402,797.134
8403,801.833
8404,821.493
8405,873.378
8406,957.52
8407,994.988
8408,931.873
8409,834.528
8410,746.779
8411,715.573
8412,699.178
8413,713.652
8414,752.547
8415,823.095
8416,881.368
8417,950.971
8418,1010.166
8419,1072.311
8420,1063.492
8421,1007.004
8422,936.521
8423,878.538
8424,827.795
8425,798.479
8426,786.09
8427,778.53
8428,786.844
8429,828.308
8430,890.39
8431,929.635
8432,933.799
8433,924.541
8434,884.496
8435,833.377
8436,737.698
8437,712.807
8438,666.806
8439,674.41
8440,759.69
8441,841.585
8442,931.044
8443,998.214
8444,986.363
8445,936.682
8446,871.976
8447,812.164
8448,768.575
8449,744.292
8450,733.622
8451,735.994
8452,753.218
8453,798.176
8454,870.523
8455,903.832
8456,850.244
8457,761.486
8458,681.043
8459,633.051
8460,602.548
8461,634.032
8462,614.593
8463,657.097
8464,738.769
8465,843.079
8466,929.704
8467,1008.819
8468,1000.643
8469,954.806
8470,895.386
8471,832.647
8472,790.767
8473,760.868
8474,748.829
8475,744.808
8476,752.464
8477,784.171
8478,851.951
8479,908.916
8480,898.28
8481,901.721
8482,895.026
8483,881.374
8484,868.569
8485,829.763
8486,822.638
8487,835.895
8488,857.401
8489,918.933
8490,949.961
8491,999.572
8492,985.768
8493,935.925
8494,877.396
8495,819.516
8496,772.434
8497,742.663
8498,727.003
8499,720.647
8500,725.561
8501,758.517
8502,814.233
8503,838.813
8504,832.88
8505,816.259
8506,733.98
8507,783.481
8508,769.184
8509,791.417
8510,811.247
8511,715.87
8512,720.68
8513,827.202
8514,908.511
8515,970.683
8516,965.796
8517,923.174
8518,865.935
8519,801.864
8520,750.519
8521,709.152
8522,685.685
8523,672.503
8524,665.312
8525,678.619
8526,702.154
8527,725.135
8528,753.653
8529,771.379
8530,738.888
8531,651.23
8532,588.835
8533,575.874
8534,608.568
8535,624.415
8536,683.661
8537,768.405
8538,857.335
8539,940.75
8540,955.864
8541,920.373
8542,874.674
8543,828.993
8544,794.912
8545,773.116
8546,760.202
8547,756.443
8548,762.561
8549,780.629
8550,810.052
8551,807.408
8552,775.887
8553,733.788
8554,746.608
8555,803.43
8556,825.555
8557,829.218
8558,830.695
8559,832.104
8560,870.316
8561,935.864
8562,986.781
8563,1037.13
8564,1022.324
8565,982.075
8566,926.57
8567,869.909
8568,832.897
8569,804.021
8570,789.279
8571,782.497
8572,795.77
8573,830.601
8574,887.729
8575,937.756
8576,972.172
8577,998.875
8578,1032.057
8579,1027.127
8580,1021.782
8581,1023.628
8582,1012.536
8583,1002.052
8584,1001.213
8585,1018.827
8586,1006.492
8587,1043.799
8588,1032.726
8589,988.336
8590,931.989
8591,875.986
8592,826.897
8593,807.109
8594,792.608
8595,789.368
8596,802.015
8597,829.654
8598,891.488
8599,920.428
8600,927.357
8601,897.732
8602,803.651
8603,721.056
8604,675.78
8605,634.993
8606,625.164
8607,640.19
8608,720.439
8609,794.409
8610,881.897
8611,975.571
8612,984.867
8613,945.507
8614,889.888
8615,836.065
8616,797.609
8617,770.602
8618,758.677
8619,755.173
8620,764.35
8621,791.847
8622,850.069
8623,895.927
8624,925.242
8625,931.508
8626,934.928
8627,954.742
8628,974.276
8629,968.825
8630,966.609
8631,957.127
8632,989.343
8633,1020.503
8634,1040.661
8635,1068.945
8636,1043.044
8637,996.892
8638,932.065
8639,874.534
8640,830.467
8641,805.97
8642,795.5
8643,794.549
8644,811.285
8645,847.827
8646,906.809
8647,917.761
8648,852.238
8649,753.135
8650,670.584
8651,611.451
8652,579.389
8653,558.324
8654,555.848
8655,586.381
8656,657.177
8657,766.157
8658,868.74
8659,957.37
8660,971.367
8661,929.036
8662,870.189
8663,814.756
8664,775.168
8665,746.18
8666,731.613
8667,726.846
8668,734.732
8669,762.205
8670,812.726
8671,843.983
8672,847.765
8673,790.518
8674,715.012
8675,623.346
8676,639.256
8677,640.804
8678,697.935
8679,677.778
8680,699.795
8681,770.945
8682,842.805
8683,916.275
8684,930.648
8685,892.298
8686,842.4
8687,790.248
8688,744.328
8689,715.183
8690,691.471
8691,691.405
8692,691.308
8693,709.646
8694,730.682
8695,750.613
8696,783.448
8697,842.322
8698,857.74
8699,904.164
8700,928.084
8701,933.247
8702,919.834
8703,922.053
8704,940.025
8705,964.849
8706,975.149
8707,993.096
8708,966.711
8709,922.922
8710,869.108
8711,817.674
8712,774.476
8713,739.711
8714,722.883
8715,709.487
8716,715.093
8717,719.464
8718,745.408
8719,753.278
8720,774.15
8721,812.197
8722,833.391
8723,817.916
8724,819.607
8725,836.524
8726,783.07
8727,798.761
8728,855.331
8729,895.395
8730,920.251
8731,956.751
8732,956.872
8733,908.229
8734,856.606
8735,803.132
8736,756.213
8737,729.971
8738,717.607
8739,714.558
8740,723.441
8741,758.691
8742,812.079
8743,846.98
8744,874.119
8745,876.039
8746,864.397
8747,836.1
8748,779.217
8749,686.174
8750,706.743
8751,763.559
8752,856.409
8753,925.079
8754,948.608
8755,980.384
8756,984.26
8757,939.394
8758,887.009
8759,828.729
8760,787.956
8761,760.514
8762,743.032
8763,741.013
8764,749.905
8765,782.278
8766,833.277
8767,872.082
8768,908.886
8769,929.832
8770,926.779
8771,911.578
8772,899.986
8773,886.688
8774,892.989
8775,891.094
8776,922.657
8777,975.17
8778,1003.306
8779,1042.351
8780,1027.106
8781,986.299
8782,928.833
8783,877.978
